Sharing Economy Firm,Incumbent Firms,Ticker,Exchange,CI,Market Index,ISF,Date_End(t=1),Date_End(t=12),Date_End(t=24),Date_End(t=3),Date_End(t=36),Date_End(t=6),SP_End(t=1),SP_End(t=12),SP_End(t=24),SP_End(t=3),SP_End(t=36),SP_End(t=6),SP_Start(t=1),SP_Start(t=12),SP_Start(t=24),SP_Start(t=3),SP_Start(t=36),SP_Start(t=6),Volume_End(t=1),Volume_End(t=12),Volume_End(t=24),Volume_End(t=3),Volume_End(t=36),Volume_End(t=6),Volume_Start(t=1),Volume_Start(t=12),Volume_Start(t=24),Volume_Start(t=3),Volume_Start(t=36),Volume_Start(t=6),% Change in Share Price (t=1),% Change in Share Price (t=3),% Change in Share Price (t=6),% Change in Share Price (t=12),% Change in Share Price (t=24),% Change in Share Price (t=36),% Change in Volume (t=1),% Change in Volume (t=3),% Change in Volume (t=6),% Change in Volume (t=12),% Change in Volume (t=24),% Change in Volume (t=36),NASDAQ,NYSE,Other,Sharing Firm Introduced,Relatedness with Sharing Firm
Grubhub,"Micron Technology, Inc.",MU,NASDAQ,0,NYSE,1,1/31/05,12/31/05,12/31/06,3/31/05,12/31/07,6/30/05,10.41,13.31,13.96,10.34,7.25,10.21,12.35,12.35,12.35,12.35,12.35,12.35,3692400,4105900,5577500,5088700,11674187,4950000,4386000,4386000,4386000,4386000,4386000,4386000,-15.70850202,-16.27530364,-17.32793522,7.773279352,13.03643725,-41.29554656,-15.81395349,16.02143183,12.85909713,-6.38622891,27.16598267,166.1693342,1,0,0,Yes,Less Closely Related
Instacart,Koninklijke Ahold N.V. ADR,ADRNY,OTCMKTS,1,OTCQX,0,6/30/12,6/30/12,6/30/12,6/30/12,6/30/12,6/30/12,14.2614,14.2614,14.2614,14.2614,14.2614,14.2614,13.4672,15.447,14.2154,15.8614,13.1679,15.4815,39430,39430,39430,39430,39430,39430,77074,64401,114912,303394,52234,91500,5.897291196,-10.08738195,-7.881019281,-7.675276753,0.323592723,8.304285421,-48.84137323,-87.00369816,-56.90710383,-38.77424264,-65.68678641,-24.51276946,0,0,1,No,Closely Related
Instacart,Koninklijke Ahold N.V. ADR,ADRNY,OTCMKTS,1,OTCQX,1,7/30/12,6/30/13,6/30/14,9/30/12,6/30/15,12/30/12,13.847,17.139,19.9537,14.342,20.0494,15.3434,14.2614,14.2614,14.2614,14.2614,14.2614,14.2614,72601,173042,54910,82526,53174,103305,39430,39430,39430,39430,39430,39430,-2.905745579,0.565161906,7.586912926,20.17754218,39.91403369,40.5850758,84.12629977,109.2974892,161.9959422,338.858737,39.25944712,34.85670809,0,0,1,Yes,Closely Related
Instacart,Drive Shack Inc,DS,NYSE,0,NYA,0,6/30/12,6/30/12,6/30/12,6/30/12,6/30/12,6/30/12,2.8421,2.8421,2.8421,2.8421,2.8421,2.8421,2.8124,2.4518,1.1368,2.6639,0.28,1.9725,352199,352199,352199,352199,352199,352199,224810,122634,52739,851693,49663,83359,1.056037548,6.689440294,44.08618504,15.91891671,150.0087966,915.0357143,56.66518393,-58.6471886,322.5086673,187.1952313,567.8150894,609.1778588,0,1,0,No,Less Closely Related
Instacart,Drive Shack Inc,DS,NYSE,0,NYA,1,7/30/12,6/30/13,6/30/14,9/30/12,6/30/15,12/30/12,3.139,4.7326,5.1544,3.1942,4.42,3.5887,2.8421,2.8421,2.8421,2.8421,2.8421,2.8421,1340460,505919,427951,338840,760009,203746,352199,352199,352199,352199,352199,352199,10.44650083,12.38872665,26.26930791,66.51771577,81.35885437,55.51880652,280.5973328,-3.793026102,-42.15031843,43.6457798,21.50829503,115.789653,0,1,0,Yes,Less Closely Related
JustPark,JLL,JLL,NYSE,1,NYA,0,9/30/06,9/30/06,9/30/06,9/30/06,9/30/06,9/30/06,85.48,85.48,85.48,85.48,85.48,85.48,82.42,46.06,33.01,87.55,18.5,75.75,181200,181200,181200,181200,181200,181200,356600,179000,115500,2157700,72200,329400,3.712691094,-2.364363221,12.84488449,85.58402084,158.9518328,362.0540541,-49.18676388,-91.60216898,-44.99089253,1.229050279,56.88311688,150.9695291,0,1,0,No,Closely Related
JustPark,JLL,JLL,NYSE,1,NYA,1,10/30/06,9/30/07,9/30/08,12/30/06,9/30/09,3/30/07,90.44,102.76,43.48,92.17,47.37,104.28,85.48,85.48,85.48,85.48,85.48,85.48,378000,429400,782714,77200,519352,309600,181200,181200,181200,181200,181200,181200,5.802526907,7.826392139,21.99344876,20.21525503,-49.13430042,-44.58352831,108.6092715,-57.39514349,70.86092715,136.9757174,331.9613687,186.6181015,0,1,0,Yes,Closely Related
JustPark,TJX Companies Inc,TJX,NYSE,0,NYA,0,9/30/06,9/30/06,9/30/06,9/30/06,9/30/06,9/30/06,7.0075,7.0075,7.0075,7.0075,7.0075,7.0075,6.6875,5.12,5.51,5.715,4.855,6.2725,14659200,14659200,14659200,14659200,14659200,14659200,13118800,9776800,9562400,8382000,14855200,10286000,4.785046729,22.61592301,11.71781586,36.86523438,27.17785844,44.33573635,11.74192762,74.88904796,42.51604122,49.93863023,53.30042667,-1.319403307,0,1,0,No,Less Closely Related
JustPark,TJX Companies Inc,TJX,NYSE,0,NYA,1,10/30/06,9/30/07,9/30/08,12/30/06,9/30/09,3/30/07,7.2375,7.2675,7.63,7.13,9.2875,6.74,7.0075,7.0075,7.0075,7.0075,7.0075,7.0075,7297200,18509200,29052936,4956400,18963588,11936880,14659200,14659200,14659200,14659200,14659200,14659200,3.282197645,1.748127007,-3.817338566,3.710310382,8.883339279,32.53656796,-50.22102161,-66.18915084,-18.57072692,26.26337044,98.18909627,29.36304846,0,1,0,Yes,Less Closely Related
Lending Club,U.S. Bancorp,USB,NYSE,1,NYA,0,8/31/07,8/31/07,8/31/07,8/31/07,8/31/07,8/31/07,32.35,32.35,32.35,32.35,32.35,32.35,29.95,32.07,29.22,34.58,29.5,35.66,9699600,9699600,9699600,9699600,9699600,9699600,14476900,5795200,3855600,6569543,3703300,10320700,8.013355593,-6.448814344,-9.282108805,0.873090115,10.7118412,9.661016949,-32.99946812,47.64497317,-6.018002655,67.37299834,151.5717398,161.917749,0,1,0,No,Closely Related
Lending Club,U.S. Bancorp,USB,NYSE,1,NYA,1,9/30/07,8/31/08,8/31/09,11/30/07,8/31/10,2/29/08,32.53,31.86,22.62,33.09,20.8,32.02,32.35,32.35,32.35,32.35,32.35,32.35,5418000,14255700,12854282,13165698,13834838,13082796,9699600,9699600,9699600,9699600,9699600,9699600,0.556414219,2.28748068,-1.020092736,-1.514683153,-30.07727975,-35.70324575,-44.14202648,35.73444266,34.87974762,46.97204008,32.52383603,42.63307765,0,1,0,Yes,Closely Related
Lending Club,Columbus McKinnon Corp.,CMCO,NASDAQ,0,IXIC,0,8/31/07,8/31/07,8/31/07,8/31/07,8/31/07,8/31/07,27.17,27.17,27.17,27.17,27.17,27.17,25.65,18.49,19.3,30,8.75,23.2,71081,71081,71081,71081,71081,71081,240822,180346,230148,557030,62149,118139,5.925925926,-9.433333333,17.11206897,46.94429421,40.77720207,210.5142857,-70.48400894,-87.23928693,-39.8327394,-60.58631741,-69.11509116,14.37191266,1,0,0,No,Less Closely Related
Lending Club,Columbus McKinnon Corp.,CMCO,NASDAQ,0,IXIC,1,9/30/07,8/31/08,8/31/09,11/30/07,8/31/10,2/29/08,24.89,27.29,12.3,31.12,12.8,28.64,27.17,27.17,27.17,27.17,27.17,27.17,150447,85916,374773,316211,63344,201395,71081,71081,71081,71081,71081,71081,-8.391608392,14.53809349,5.410379095,0.4416636,-54.72948105,-52.88921605,111.6557167,344.8600892,183.331692,20.87055613,427.2477877,-10.88476527,1,0,0,Yes,Less Closely Related
Lime,Shimano,SHMDF,OTCMKTS,1,OTCQX,0,1/31/17,1/31/17,1/31/17,1/31/17,1/31/17,1/31/17,161.58,161.58,161.58,161.58,161.58,161.58,156.1,159.5,133.25,170.89,88.67,159,250,250,250,250,250,250,100,2564,137,40,200,310,3.510570147,-5.447948973,1.622641509,1.304075235,21.26078799,82.2262321,150,525,-19.35483871,-90.24960998,82.48175182,25,0,0,1,No,Closely Related
Lime,Shimano,SHMDF,OTCMKTS,1,OTCQX,1,2/28/17,1/31/18,1/31/19,4/30/17,1/31/20,7/31/17,148,142.94,138.25,152,152.875,147.64,161.58,161.58,161.58,161.58,161.58,161.58,14,100,430,325,100,6700,250,250,250,250,250,250,-8.404505508,-5.928951603,-8.62730536,-11.5360812,-14.43866815,-5.387424186,-94.4,30,2580,-60,72,-60,0,0,1,Yes,Closely Related
Lime,"GSE Systems, Inc.",GVP,NYSE,0,IXIC,0,1/31/17,1/31/17,1/31/17,1/31/17,1/31/17,1/31/17,3.1,3.1,3.1,3.1,3.1,3.1,3.5,2.11,1.6699,2.9,1.77,2.34,23813,23813,23813,23813,23813,23813,9103,18741,28350,20953,3188,12839,-11.42857143,6.896551724,32.47863248,46.91943128,85.63985867,75.14124294,161.5950785,13.64959672,85.47394657,27.06365722,-16.00352734,646.95734,0,1,0,No,Less Closely Related
Lime,"GSE Systems, Inc.",GVP,NYSE,0,IXIC,1,2/28/17,1/31/18,1/31/19,4/30/17,1/31/20,7/31/17,3.3,3.3,2.9499,3.25,1.455,2.8,3.1,3.1,3.1,3.1,3.1,3.1,42980,12437,429,9998,4719,2289,23813,23813,23813,23813,23813,23813,6.451612903,4.838709677,-9.677419355,6.451612903,-4.841935484,-53.06451613,80.48964851,-58.01452988,-90.38760341,-47.77222526,-98.19846302,-80.18309327,0,1,0,Yes,Less Closely Related
Lyft,Enterprise,EPD,NYSE,1,NYA,0,6/30/12,6/30/12,6/30/12,6/30/12,6/30/12,6/30/12,25.62,25.62,25.62,25.62,25.62,25.62,24.435,21.605,17.685,25.235,12.47,23.19,458818,458818,458818,458818,458818,458818,478752,388888,714200,439150,724400,566394,4.849600982,1.525658807,10.47865459,18.58366119,44.86853265,105.4530874,-4.163742397,4.478651941,-18.99313905,17.9820411,-35.75777093,-36.66234125,0,1,0,No,Closely Related
Lyft,Enterprise,EPD,NYSE,1,NYA,1,7/30/12,6/30/13,6/30/14,9/30/12,6/30/15,12/30/12,26.795,31.075,39.145,26.8,29.89,24.625,25.62,25.62,25.62,25.62,25.62,25.62,375198,468568,375776,299774,1347684,265832,458818,458818,458818,458818,458818,458818,4.586260734,4.605776737,-3.883684621,21.29195941,52.79078845,16.66666667,-18.22509143,-34.66385364,-42.06155818,2.125025609,-18.09911555,193.7295398,0,1,0,Yes,Closely Related
Lyft,UTStarcom Holdings Corp,UTSI,NASDAQ,0,IXIC,0,6/30/12,6/30/12,6/30/12,6/30/12,6/30/12,6/30/12,3.57,3.57,3.57,3.57,3.57,3.57,3.69,4.68,5.52,4.35,4.89,4.14,383154,383154,383154,383154,383154,383154,71125,248518,224142,168262,149041,182558,-3.25203252,-17.93103448,-13.76811594,-23.71794872,-35.32608696,-26.99386503,438.7050967,127.7127337,109.8806955,54.17555268,70.9425275,157.0795955,1,0,0,No,Less Closely Related
Lyft,UTStarcom Holdings Corp,UTSI,NASDAQ,0,IXIC,1,7/30/12,6/30/13,6/30/14,9/30/12,6/30/15,12/30/12,3.3,2.66,2.93,3.09,1.99,3,3.57,3.57,3.57,3.57,3.57,3.57,72731,34016,52586,76650,17077,104646,383154,383154,383154,383154,383154,383154,-7.56302521,-13.44537815,-15.96638655,-25.49019608,-17.92717087,-44.25770308,-81.01781529,-79.99498896,-72.68826634,-91.12210756,-86.27549236,-95.54304536,1,0,0,Yes,Less Closely Related
Neighbor,Public Storage,PSA,NYSE,1,NYA,0,3/31/17,3/31/17,3/31/17,3/31/17,3/31/17,3/31/17,218.91,218.91,218.91,218.91,218.91,218.91,227.46,275.83,197.14,223.5,168.49,223.14,1004687,1004687,1004687,1004687,1004687,1004687,1039767,623248,739728,891531,662960,1298905,-3.758902664,-2.053691275,-1.895670879,-20.63589892,11.04291367,29.92462461,-3.373832791,12.69232365,-22.65123315,61.20180089,35.81843597,51.54564378,0,1,0,No,Closely Related
Neighbor,Public Storage,PSA,NYSE,1,NYA,1,4/30/17,3/31/18,3/31/19,6/30/17,3/31/20,9/30/17,209.38,200.39,217.78,208.53,198.61,213.99,218.91,218.91,218.91,218.91,218.91,218.91,1423353,986751,1043651,620901,1618968,909720,1004687,1004687,1004687,1004687,1004687,1004687,-4.353387237,-4.741674661,-2.247498972,-8.460097757,-0.51619387,-9.273217304,41.67128668,-38.19955867,-9.452396617,-1.785232615,3.87822277,61.14152965,0,1,0,Yes,Closely Related
Neighbor,"MasTec, Inc.",MTZ,NYSE,0,NYA,0,3/31/17,3/31/17,3/31/17,3/31/17,3/31/17,3/31/17,40.05,40.05,40.05,40.05,40.05,40.05,39.25,20.24,19.3,38.25,43.44,29.74,1003403,1003403,1003403,1003403,1003403,1003403,1232540,624721,1155667,391513,849061,575895,2.038216561,4.705882353,34.667115,97.87549407,107.5129534,-7.803867403,-18.59063398,156.2885524,74.23367107,60.61617906,-13.17542164,18.17796366,0,1,0,No,Less Closely Related
Neighbor,"MasTec, Inc.",MTZ,NYSE,0,NYA,1,4/30/17,3/31/18,3/31/19,6/30/17,3/31/20,9/30/17,44.15,47.05,48.1,45.15,32.73,46.4,40.05,40.05,40.05,40.05,40.05,40.05,720244,1489196,1020517,475947,1615256,571939,1003403,1003403,1003403,1003403,1003403,1003403,10.2372035,12.7340824,15.85518102,17.47815231,20.09987516,-18.27715356,-28.21986779,-52.56671547,-43.00007076,48.4145453,1.705595857,60.97779257,0,1,0,Yes,Less Closely Related
Poshmark,Macys,M,NYSE,1,NYA,0,12/31/11,12/31/11,12/31/11,12/31/11,12/31/11,12/31/11,32.18,32.18,32.18,32.18,32.18,32.18,32.33,25.3,16.76,26.32,10.35,29.24,2996468,2996468,2996468,2996468,2996468,2996468,9830856,4828077,5132192,8099265,12896915,7766085,-0.463965357,22.26443769,10.05471956,27.19367589,92.00477327,210.9178744,-69.51976512,-63.00321079,-61.41597729,-37.93661534,-41.61426541,-76.76600955,0,1,0,No,Closely Related
Poshmark,Macys,M,NYSE,1,NYA,1,1/31/12,12/31/12,12/31/13,3/31/12,12/31/14,6/30/12,33.69,39.02,53.4,39.73,65.75,34.35,32.18,32.18,32.18,32.18,32.18,32.18,6593548,7896010,2546845,3839737,3606816,6747130,2996468,2996468,2996468,2996468,2996468,2996468,4.6923555,23.4617775,6.743318832,21.25543816,65.94157862,104.3194531,120.0439985,28.1420993,125.1694328,163.5105731,-15.00509934,20.36891434,0,1,0,Yes,Closely Related
Poshmark,Masco Corp,MAS,NYSE,0,NYA,0,12/31/11,12/31/11,12/31/11,12/31/11,12/31/11,12/31/11,9.2108,9.2108,9.2108,9.2108,9.2108,9.2108,8.4198,11.1267,12.1375,6.2577,9.782,10.573,3110220,3110220,3110220,3110220,3110220,3110220,5199872,2138091,2405718,6201607,2458473,4970532,9.394522435,47.19146012,-12.88376052,-17.21894182,-24.11287333,-5.839296667,-40.18660459,-49.84816032,-37.4268187,45.46714803,29.28447973,26.51023623,0,1,0,No,Less Closely Related
Poshmark,Masco Corp,MAS,NYSE,0,NYA,1,1/31/12,12/31/12,12/31/13,3/31/12,12/31/14,6/30/12,10.6082,14.6423,20.0123,11.7508,22.148,12.1902,9.2108,9.2108,9.2108,9.2108,9.2108,9.2108,3783359,4423966,2502757,5939148,1351060,6028771,3110220,3110220,3110220,3110220,3110220,3110220,15.17132062,27.57632345,32.34681027,58.96881921,117.269944,140.456855,21.64280983,90.95588093,93.83744558,42.23964864,-19.53119072,-56.56062915,0,1,0,Yes,Less Closely Related
Postmates,Papa Johns,PZZA,NASDAQ,1,IXIC,0,5/31/11,5/31/11,5/31/11,5/31/11,5/31/11,5/31/11,16.565,16.565,16.565,16.565,16.565,16.565,15.03,12.415,13.55,14.59,14.715,12.805,949134,949134,949134,949134,949134,949134,119646,295102,496344,620982,481998,438300,10.21290752,13.53666895,29.36352987,33.42730568,22.25092251,12.57220523,693.2851913,52.84404379,116.5489391,221.6291316,91.22503747,96.91658472,1,0,0,No,Closely Related
Postmates,Papa Johns,PZZA,NASDAQ,1,IXIC,1,6/30/11,5/31/12,5/31/13,8/31/11,5/31/14,11/30/11,16.63,23.26,32.215,14.875,43.35,18.95,16.565,16.565,16.565,16.565,16.565,16.565,138666,241054,243168,581606,497884,739384,949134,949134,949134,949134,949134,949134,0.392393601,-10.20223363,14.39782674,40.4165409,94.47630546,161.6963477,-85.39026102,-38.72245647,-22.09909244,-74.60274313,-74.38001378,-47.54333951,1,0,0,Yes,Closely Related
Postmates,IDT Corporation,IDT,NYSE,0,NYA,0,5/31/11,5/31/11,5/31/11,5/31/11,5/31/11,5/31/11,9.9859,9.9859,9.9859,9.9859,9.9859,9.9859,9.8132,3.1853,0.5217,8.8113,3.3256,7.0375,767900,767900,767900,767900,767900,767900,137107,146138,180449,263069,180677,299593,1.759874455,13.33060956,41.8955595,213.4995134,1814.107725,200.2736348,460.0735192,191.900604,156.3143999,425.4622343,325.5496013,325.0125915,0,1,0,No,Less Closely Related
Postmates,IDT Corporation,IDT,NYSE,0,NYA,1,6/30/11,5/31/12,5/31/13,8/31/11,5/31/14,11/30/11,9.1464,4.9886,10.4773,7.3963,11.8191,7.8324,9.9859,9.9859,9.9859,9.9859,9.9859,9.9859,149042,247518,239849,309544,183149,335237,767900,767900,767900,767900,767900,767900,-8.406853664,-25.93256492,-21.56540722,-50.04356142,4.920938523,18.35788462,-80.59096236,-59.68954291,-56.34366454,-67.76689673,-68.76559448,-76.14936841,0,1,0,Yes,Less Closely Related
RVshare,Winnebago,WGO,NYSE,1,NYA,0,12/31/12,12/31/12,12/31/12,12/31/12,12/31/12,12/31/12,17.13,17.13,17.13,17.13,17.13,17.13,14.22,7.38,15.2,12.63,12.2,10.19,422097,422097,422097,422097,422097,422097,178534,209913,244859,211441,308287,213710,20.46413502,35.62945368,68.10598626,132.1138211,12.69736842,40.40983607,136.4238744,99.62873804,97.5092415,101.0818768,72.38369837,36.91689886,0,1,0,No,Closely Related
RVshare,Winnebago,WGO,NYSE,1,NYA,1,1/31/13,12/31/13,12/31/14,3/31/13,12/31/15,6/30/13,18.72,27.45,21.76,20.64,19.9,20.99,17.13,17.13,17.13,17.13,17.13,17.13,237432,324494,782496,812806,217539,1025428,422097,422097,422097,422097,422097,422097,9.281961471,20.49036778,22.53356684,60.24518389,27.02860479,16.17046118,-43.74942253,92.56379458,142.9365762,-23.1233579,85.38298069,-48.46232027,0,1,0,Yes,Closely Related
RVshare,Independence Holding Company,IHC,NYSE,0,NYA,0,12/31/12,12/31/12,12/31/12,12/31/12,12/31/12,12/31/12,9.52,9.52,9.52,9.52,9.52,9.52,8.5,7.3909,7.3818,10.07,5.2727,9.85,19499,19499,19499,19499,19499,19499,20956,11644,677,9437,27313,18522,12,-5.461767627,-3.350253807,28.8070465,28.96583489,80.55265803,-6.952662722,106.6228674,5.274808336,67.45963586,2780.206795,-28.60908725,0,1,0,No,Less Closely Related
RVshare,Independence Holding Company,IHC,NYSE,0,NYA,1,1/31/13,12/31/13,12/31/14,3/31/13,12/31/15,6/30/13,9.89,13.49,13.95,10.18,13.85,11.82,9.52,9.52,9.52,9.52,9.52,9.52,2930,6885,8745,16911,18396,54741,19499,19499,19499,19499,19499,19499,3.886554622,6.932773109,24.15966387,41.70168067,46.53361345,45.48319328,-84.97358839,-13.27247551,180.7374737,-64.69049695,-55.15154623,-5.656700344,0,1,0,Yes,Less Closely Related
Roadie,UHaul,UHAL,NASDAQ,1,IXIC,0,12/31/14,12/31/14,12/31/14,12/31/14,12/31/14,12/31/14,284.26,284.26,284.26,284.26,284.26,284.26,278.2,237.84,126.81,261.89,88.4,290.76,51444,51444,51444,51444,51444,51444,7604,18821,23693,39319,30557,121585,2.178289001,8.541754172,-2.235520704,19.51732257,124.1621323,221.561086,576.5386639,30.83750858,-57.68885965,173.3329791,117.1274216,68.35422325,1,0,0,No,Closely Related
Roadie,UHaul,UHAL,NASDAQ,1,IXIC,1,1/31/15,12/31/15,12/31/16,3/31/15,12/31/17,6/30/15,286.11,389.5,369.59,330.4,377.91,326.91,284.26,284.26,284.26,284.26,284.26,284.26,17772,47900,32205,46413,32092,57925,51444,51444,51444,51444,51444,51444,0.650812636,16.23161894,15.0038697,37.02244424,30.01829311,32.94519102,-65.45369722,-9.77956613,12.59816499,-6.889044398,-37.39794728,-37.61760361,1,0,0,Yes,Closely Related
Roadie,Sonic Automotive Inc,SAH,NYSE,0,NYA,0,12/31/14,12/31/14,12/31/14,12/31/14,12/31/14,12/31/14,27.04,27.04,27.04,27.04,27.04,27.04,25.79,24.48,20.89,24.51,14.81,26.68,234113,234113,234113,234113,234113,234113,172867,275867,446647,479288,387864,371696,4.84683986,10.32231742,1.349325337,10.45751634,29.43992341,82.57933828,35.42954989,-51.15400344,-37.01492618,-15.13555445,-47.58433394,-39.64044098,0,1,0,No,Less Closely Related
Roadie,Sonic Automotive Inc,SAH,NYSE,0,NYA,1,1/31/15,12/31/15,12/31/16,3/31/15,12/31/17,6/30/15,24.63,22.76,22.9,24.9,18.45,23.83,27.04,27.04,27.04,27.04,27.04,27.04,400876,308406,193051,237845,264315,160580,234113,234113,234113,234113,234113,234113,-8.912721893,-7.914201183,-11.87130178,-15.82840237,-15.31065089,-31.76775148,71.23184103,1.594101993,-31.40919129,31.73382085,-17.53939337,12.90060783,0,1,0,Yes,Less Closely Related
Rover,PetSmart,PETM,NASDAQ,1,IXIC,0,6/30/11,6/30/11,6/30/11,6/30/11,6/30/11,6/30/11,45.37,45.37,45.37,45.37,45.37,45.37,45.17,30.17,21.46,41.08,19.95,40.16,954056,954056,954056,954056,954056,954056,703953,906534,2051307,793708,1909299,535076,0.442771751,10.44303797,12.97310757,50.38117335,111.416589,127.4185464,35.52836624,20.20239181,78.30289529,5.242164111,-53.49033567,-50.03108471,1,0,0,No,Closely Related
Rover,PetSmart,PETM,NASDAQ,1,IXIC,1,7/30/11,6/30/12,6/30/13,9/30/11,6/30/14,12/30/11,43.02,68.18,66.99,42.65,59.8,51.29,45.37,45.37,45.37,45.37,45.37,45.37,1511961,1363376,1955338,889560,3728918,648297,954056,954056,954056,954056,954056,954056,-5.179634119,-5.995150981,13.04826978,50.27551245,47.6526339,31.80515759,58.47717534,-6.760190178,-32.0483284,42.90314195,104.9500239,290.8489648,1,0,0,Yes,Closely Related
Rover,Apyx Medical Corp,APYX,NASDAQ,0,IXIC,0,6/30/11,6/30/11,6/30/11,6/30/11,6/30/11,6/30/11,2.61,2.61,2.61,2.61,2.61,2.61,2.95,2.98,8.71,3.41,7.15,3.34,11915,11915,11915,11915,11915,11915,4740,68230,197645,252944,30674,18848,-11.52542373,-23.46041056,-21.85628743,-12.41610738,-70.03444317,-63.4965035,151.371308,-95.28947119,-36.78374363,-82.53700718,-93.97151458,-61.15602791,1,0,0,No,Less Closely Related
Rover,Apyx Medical Corp,APYX,NASDAQ,0,IXIC,1,7/30/11,6/30/12,6/30/13,9/30/11,6/30/14,12/30/11,2.62,2.39,2.95,2.92,3.63,2.12,2.61,2.61,2.61,2.61,2.61,2.61,5825,263279,3516,9976,16323,51230,11915,11915,11915,11915,11915,11915,0.383141762,11.87739464,-18.77394636,-8.429118774,13.02681992,39.08045977,-51.11204364,-16.2736047,329.9622325,2109.643307,-70.49097776,36.99538397,1,0,0,Yes,Less Closely Related
Sideline Swap,Dick's Sporting Goods Inc,DKS,NYSE,1,NYA,0,12/31/12,12/31/12,12/31/12,12/31/12,12/31/12,12/31/12,45.49,45.49,45.49,45.49,45.49,45.49,52.51,36.88,37.5,51.85,24.87,48,837178,837178,837178,837178,837178,837178,1543173,676670,663497,1114604,518004,2566165,-13.36888212,-12.26615236,-5.229166667,23.34598698,21.30666667,82.91113792,-45.74956923,-24.8900955,-67.37629887,23.72027724,26.17660668,61.61612652,0,1,0,No,Closely Related
Sideline Swap,Dick's Sporting Goods Inc,DKS,NYSE,1,NYA,1,1/31/13,12/31/13,12/31/14,3/31/13,12/31/15,6/30/13,47.59,58.1,49.65,47.3,35.35,50.06,45.49,45.49,45.49,45.49,45.49,45.49,2023957,518304,785528,1290774,1731574,2206933,837178,837178,837178,837178,837178,837178,4.616399209,3.978896461,10.04616399,27.72037811,9.144867004,-22.29061332,141.7594586,54.18154801,163.6157424,-38.08915189,-6.169536228,106.8346278,0,1,0,Yes,Closely Related
Sideline Swap,"SunLink Health Systems, Inc.",SSY,NYSE,0,NYA,0,12/31/12,12/31/12,12/31/12,12/31/12,12/31/12,12/31/12,1.19,1.19,1.19,1.19,1.19,1.19,1.05,1.64,1.62,1.52,1.84,1.2,38890,38890,38890,38890,38890,38890,7206,6028,3300,18765,4097,6920,13.33333333,-21.71052632,-0.833333333,-27.43902439,-26.54320988,-35.32608696,439.6891479,107.2475353,461.9942197,545.155939,1078.484848,849.2311447,0,1,0,No,Less Closely Related
Sideline Swap,"SunLink Health Systems, Inc.",SSY,NYSE,0,NYA,1,1/31/13,12/31/13,12/31/14,3/31/13,12/31/15,6/30/13,1.13,0.88,1.37,0.9,0.9189,0.83,1.19,1.19,1.19,1.19,1.19,1.19,7700,41183,12061,46937,25453,2709,38890,38890,38890,38890,38890,38890,-5.042016807,-24.3697479,-30.25210084,-26.05042017,15.12605042,-22.78151261,-80.2005657,20.69169452,-93.03419902,5.896117254,-68.98688609,-34.55129853,0,1,0,Yes,Less Closely Related
SitterCity,Welltower Inc,WELL,NYSE,1,NYA,0,12/31/01,12/31/01,12/31/01,12/31/01,12/31/01,12/31/01,24.35,24.35,24.35,24.35,24.35,24.35,24.97,16.25,15.125,25.2,25.875,23.75,132300,132300,132300,132300,132300,132300,69100,157500,117700,157800,36000,208500,-2.482979575,-3.373015873,2.526315789,49.84615385,60.99173554,-5.893719807,91.46164978,-16.15969582,-36.54676259,-16,12.40441801,267.5,0,1,0,No,Closely Related
SitterCity,Welltower Inc,WELL,NYSE,1,NYA,1,1/31/02,12/31/02,12/31/03,3/31/02,12/31/04,6/30/02,27.33,27.05,36,27.92,38.15,29.95,24.35,24.35,24.35,24.35,24.35,24.35,108600,289500,289600,93000,343700,453500,132300,132300,132300,132300,132300,132300,12.23819302,14.66119097,22.99794661,11.08829569,47.84394251,56.67351129,-17.9138322,-29.70521542,242.7815571,118.8208617,118.8964475,159.7883598,0,1,0,Yes,Closely Related
SitterCity,PTC Inc.,PTC,NASDAQ,0,IXIC,1,1/31/02,12/31/02,12/31/03,3/31/02,12/31/04,6/30/02,17.2,6.3,9.85,15.1,14.725,8.575,19.525,19.525,19.525,19.525,19.525,19.525,883760,1349152,381463,2320840,374773,4698360,1195120,1195120,1195120,1195120,1195120,1195120,-11.9078105,-22.66325224,-56.08194622,-67.73367478,-49.55185659,-24.58386684,-26.05261396,94.19305174,293.1287235,12.88841288,-68.08161524,-68.64139166,1,0,0,Yes,Less Closely Related
SitterCity,PTC inc.,PTC,NASDAQ,0,IXIC,0,12/31/01,12/31/01,12/31/01,12/31/01,12/31/01,12/31/01,19.525,19.525,19.525,19.525,19.525,19.525,21.875,33.5938,67.6563,12.975,40.625,34.975,1195120,1195120,1195120,1195120,1195120,1195120,1801200,1148720,602280,1724240,1004240,1499240,-10.74285714,50.48169557,-44.17441029,-41.87915627,-71.14089893,-51.93846154,-33.64867866,-30.68714332,-20.28494437,4.039278501,98.4326227,19.00740859,1,0,0,No,Less Closely Related
